Text,Actual,Predicted
@wibujatim pesona alam ganjar,positive,positive
Solo Total Ganjar Solo Bukan Gibran Ganjar-Mahfud M3nang Total https://t.co/cHDtpYVvHP,positive,positive
@ainunnajib Berkali-kali ngejilat ludah sendiri itu si @gibran_tweet sebelum ngejilat pernyataan yg di video bareng Najwa itu dia juga dulu pernah ngomong kek pict di bawah ini: https://t.co/2jHeECfRpZ,positive,positive
Ini Kata @prabowo bung @fadlizon https://t.co/YSSOIM5kcw,negative,negative
@msaid_didu Jadi rupanya capres yg akan ditangkap pasca pilpres februari ini yang disebut oleh Fahri adalah pak Prabowo,positive,positive
pak ganjar mau mengedepankan fasilitas disabilitas baik banget nih mikirin kebutuhan pak prabski di masa yang akan datang,positive,positive
lagi soljum ada orang ngobrol di belakang gue yang pilih ganjar siapa? gua gua juga pilih pak ganjar! PAS GW TENGOK BELAKANG TERNYATA BOCIL SD KIRA-KIRA KELAS 2 AFSGSGSHSHHS ,positive,positive
Prabowo Subianto Ajak Pendukungnya Menari Gemoy di Pesta Rakyat https://t.co/8jdq3sBAZa #Prabowo2024 #Gibran2024 #Pemilu2024 #Pilpres2024 Offside Qatar Cak Imin #AsianCup2023 Penyakit 02 Paloh Piala Asia Buruh Tan Ancol #PestaRakyat02,positive,positive
Capres Anies Baswedan kerap menyampaikan dan mengingatkan publik soal cita-cita dan tujuan mengapa Indonesia didirikan. #Polhuk #AdadiKompas https://t.co/TiXk6PwNZc,positive,positive
anies pub speakingnya bagus deh kayak lancar bgt,positive,positive
ini nangis karena terharu atau nangis karena pak anies nyanyi sih,negative,negative
Lagi ngubek2 arsip lawas soal Pram eh ketemu nama Trisnojuwono. Pas gw cari buku-bukunya di toped edaann udah lumayan bener harganya. Ada kisah lucu antara Trisnojuwono dengan Pramoedya ketika Trisnojuwono ikut menyaksikan upacara pembebasan 1500 tahanan pulau Buru di Namlea. https://t.co/1sQPieRtS2,positive,positive
@themorningtide @NdrewsTjan Lhoooo meski manipulasinya ga dilakukan oleh gibran tp yaa dilakukan oleh kelompok yang mendukung gibran. Hasilnya apa? Ya pencalonan cawapres gibran yang penuh nepotisme.,negative,negative
Hari ini Gibran masih anak presiden Prabowo jelas memanjakan dia. Prabowo masih perlu nama Jokowi untuk mendulang suara. Jika Jokowi sudah lengser Gibran adalah sosok identik Jokowi paling awal yg akan dilempar asbak . Ada teman beropini: Jokowi pasti sudah punya komitmen https://t.co/9MUGPBCB8b,positive,positive
Let's say kita beneran terpilih ya. Ketakutan gue cuma satu. Program-programnya akan sulit jalan. Anies lemah sekali secara politik. Gak punya partai. Mau bikin apa juga sulit tembus kalau gak punya power di parlemen. Liat video Bambang Pacul? Ya gitu.,positive,positive
Tolong pak @prabowo kasih pak @aniesbaswedan nilai 11/100. Saya kira pendukung 01 juga setuju. ,positive,positive
Perang dan akibatnya pada pupuk Indonesia ini sudah sering pak Jokowi ungkapkan tapi herannya Prabowo menanyakan hal itu pada Ganjar pdhl dia sendiri mantan ketua HKTI dan saat ini sedang jadi Menhan. Bukti di 02 bkn hny Prabowo yg miskin wawasan tapi juga timnya. Ini juga yg https://t.co/NLYzNrb1HB,negative,negative
Nij jawab anis mirip kalau air banjir itu bukan di pompa kelaut tapi dimasukin ke dalam tanah,neutral,negative
Busyro Muqoddas minta Jokowi perintahkan Gibran mundur cawapres https://t.co/UeXdkD9Udx,neutral,neutral
@dhemit_is_back @NasDem @DPP_PKB PENDUKUNG PRABOWO DI PADANG KHUSUSNYA DAN DI SUMATERA UMUMNYA PADA LARI MENDUKUNG ANIES. PRABOWO GAK LAKU JUAL DI MATA EX PENDUKUNGNYA...DIANGGAP KARTU MATI alias JEBLOK NOL,negative,negative
Yandri Klaim Banten Sebagai Lumbung Suara Prabowo-Gibran https://t.co/bOuZfUM6rk,positive,positive
Fakta. Capres Anis Baswedan MENGUASAI panggung debat. Menguasai masalah dan menguasai solusi. #AMINAjaDulu,positive,positive
@abu_waras apindo kelas manufagtur export medco sdh lama k anis,negative,negative
@Abd_Masroer @Dahnilanzar @gibran_tweet Doi bukan dr Jawa bro,negative,negative
Good morning... Mari awali pagi ini dengan ngopi. Mau liburan kerjaan makin ugal-ugalan ya Tuhan... https://t.co/mkY1SUuPds,positive,positive
BERITA VIRAL @Berita_Viral_ · 5 Jan 2019 Jokowi Bertemu Prabowo saat Debat Capres Pertama dan Kelima Ini Jadwalnya https://t.co/5VcwKjMffR,positive,positive
Dukungan positif dari Jakarta untuk visi Ganjar-Mahfud dalam memajukan bangsa. @pretzelys GanjarPranowo Presiden2024 https://t.co/sE77RF8CEY,positive,positive
@OposisiCerdas Buat relawan pak Anis Cak Imin semangat terus jangan sampai lengah,negative,negative
Mahfud Respons Jokowi Bicara Pupuk Usai Disinggung di Debat Capres https://t.co/13x9OYGMPr,positive,positive
@tvOneNews Ternyata wakil presiden Prabowo anak presiden yang masuk lewat jendela samping pamanya.,negative,negative
Yang kemarin sebar hoaks simak ya! Cadas! Pak Anies Baswedan menjawab isu akan menghapus BUMN dan menggantikan dengan Koperasi.. #DesakAnies https://t.co/hjAmYIxcMk,positive,positive
Percaya nih BARENGMas B0W0GBran mampu mengelola ekonomi dengan bijak benar2 pilihan tepat oran2 untuk future nusantara. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat https://t.co/p0lCczjK1Y,positive,positive
Tumpah ruah hadirnya puluhan ribu warga Jawa Barat saat ikut serta memeriahkan Hajatan Rakyat Ganjar-Mahfud di Stadion Pakansari Bogor. Warga Jabar telah mantap dan sepakat akan siap sedia memenangkan Ganjar-Mahfud pada Pilpres 14 Feb 2024. Love You Bogor #YakinPilihGanjar https://t.co/Y33ybtUZDE,positive,positive
@aniasui yg lebih ga masuk akal alasan dia milih 02.... demen sama gibran. Katanya anak muda pinterdan anehnya tante gw hater jkw tpi kok bisa bisanya demen sama anaknya,positive,positive
Pak Ganjar semua warna masuk ya.,negative,negative
Ganjar mahfud buka 17juta lapangan kerja #KerjaB3rsamaGanjar https://t.co/a81KYkRfEi,positive,positive
 Saya yang mengusung Bapak. Kalau demokrasi kita tidak berjalan Anda tidak mungkin jadi gubernur. - Prabowo.,negative,negative
Demi Allah kami sangat mencintainya Lindungilah dia dari gangguan kejahatan Jin serta manusia dan dari segala keburukan Menangkanlah dia dari orang2 zalim dan munafik Al Fatihah #PrabowoGibran #GueMauSatuPutaran #PemiluJurdilSatuPutaran https://t.co/5Vid6M9vFp,positive,positive
Bismillah Agar Negara Indonesia Sejahtera ANIS #AMINAjaDulu #AminPalingSiapUntukIndonesia https://t.co/UWnpDAK087,positive,positive
Para GOBLOKERS anies emg kere². Moso diperintah berbuat dosa bayarannya cuma 200 perak,negative,negative
Presiden Jokowi Diserang Isu Negatif Prabowo Subianto: Ini Ada Antek-antek Asing https://t.co/z5cJKUE5SM,negative,negative
Jokowi Bilang Tak Akan Kampanye Ganjar: Esok Kedele Sore Tempe https://t.co/NEObb7jBjq #TempoNasional,positive,positive
Kembali kepada mata panda sebab asyik tidur lambat,positive,positive
Sat-set Tas-tes Salam metal menang total Rambut putih yang kita pilih Merah putih semangat berkobar Jangan lupa coblos pak Ganjar #GanjarMahfud2024 #GanjarPresidenRakyat #KratonBersamaRakyat https://t.co/3jtwBg2tCx,positive,positive
MANA CALON IBU NEGARAMU BOCIL GIBRAN..? https://t.co/MO2SGAwjz3,negative,negative
Pemaparan Visi Misi pak Anies di acara Debat Perdana KPU https://t.co/Bxirwx2AQ2,positive,positive
@halkyonn @UbahBareng @aniesbaswedan REAL energinya pak anies gila ya. Desak anies beda-beda daerah dijabanin,positive,positive
Prabowo aku capres gak jadi tapi lumayan mentri pertahanan New @prabowo saya tidak takut tidak punya jabatan sory yee... Maklumin aja ya guys Namanya juga orang tua https://t.co/gM2ByupqMf,positive,positive
Nah monggo agama/kelompok lain bikin pakta integritas sesuai kepentingannya. Selama ga melawan hukum sah-sah aja. Kata kuncinya harus berhimpun supaya bisa punya kekuatan kolektif dan posisi tawar. https://t.co/1RzrMS4y1z,positive,positive
Syarat medukung prabowo cuman 1 ya Harus BODOH,negative,negative
Prabowo: Strategi Transformasi Bangsa. Transformasi. Transformasi... PERUBAHAN. https://t.co/X8Rd5BEiLp,neutral,neutral
Gelora Bandung Lautan Api!!! Kata Buzzerp Sepi ,positive,positive
@ekowboy2 @alidetroy Prabowo : Saya tidak takut tidak punya jabatan. Ternyata Prabowo gak sanggup jadi oposisi makanya jadi Menhan.,positive,positive
Lah semenjak Gibran jadi cawapres aja udah hilang respect sama mereka,positive,positive
 and involved in a manner that uphold dignity gue rela jadi buzzer gratisan krn ini. milih2x apa yg gue post di instagram narasinya gimana milih buat gak bahas 02 atau maki2x fokus ke bahas pak anies aja..,positive,positive
AMIN bebannya imin PAGI bebannya gibran GAMA bebannya ganjar,negative,negative
Gen Z itu menilai dgn jujur hasil Debat para Capres bahwa Anies yg Terbaik.,positive,positive
Kata tetanggaku Lihat Pak Prabowo ingat Pak Jokowi Lihat Anies ingat Pak Jokowi Lihat Ganjar ingat Pak Jokowi Lihat Ahok ingat Pak Jokowi Lihat Rocky gerung ingat Pak Jokowi Lihat Ibu Mega ingat Pak Jokowi Lihat Amin Rais ingat Pak Jokowi. Apapun y dilihat ingatnya JOKOWI https://t.co/FsOuGHejYK,positive,positive
netijen : ganjar mirip artis namanya kwon thol ganjar: artis korea mana lagi itu disini bisa memilih kan pasangan mana saja yang menganut #PolitikRiangGembira yang sesungguhnya,positive,positive
Optimis Prabowo Gibran menang sekali putaran! #PrabowoGibran #MenangSatuPutaran #HabiburokhmanDPRRI #Gerindra https://t.co/GYcT1ZV9Ab,positive,positive
Pelaku sure-pay abal-abal ketar-ketir ngeliat fakta ini 🇮🇩 #Anies #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNomor1 #AMINajadulu #PollingILC https://t.co/Gakwuy1kAw,negative,negative
Mahfud dan Ganjar: Duo pemimpin mengukir sejarah lewat akses pendidikan . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @nurmut85519 #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/CEnsE5MetR,positive,positive
Pak Anies terimakasih telah mengingatkan kami tentang pentingnya tauhid semuanya diserahkan dan dipercayakan pada Allah.,positive,positive
Kaum All in..tolong diingetkan kakek prabowo..udah minta maaf kmrn..eh diulang lagi..gmn..eh gmn ini #AMINmenang #AMINkanIndonesia #AMINAjaDulu #AMINIndonesiaLebihBaik,positive,positive
Repot sih; kalau leterlek (Belanda : Letterlijk) membaca ucapan politisi. Okey gini; Anies katakan Prabowo tak tahan jadi oposisi. Itu membacanya tidak hanya apa yang dikatakan untuk Prabowo tapi Anies dengan halus mau menyampaikan kepada audiens bahwa dia adalah oposisi.,negative,negative
desak @aniesbaswedan jawab soal IKN TERNYATA berkali2 IKN INI BIKIN GERAM MILLENIAL masalah ketimpangan dan pembangunan terabaikan malah gila gilaan buat IKN. Ini yg namanya demokrasi los kritik teman berfikir Mencari pemimpin yang serius bukan main2 broo.... https://t.co/r4fhG5sYT2,negative,negative
Berbagai Dukungan terus mengalir kepada Prabowo Gibran Menangkan Sekali Putaran 🇮🇩 #Projo #Jokowi #Gibran #Prabowo #PrabowoGibran https://t.co/2ypbtzPyTD,positive,positive
buat orang orang yang membanggakan desak anies please desak anies itu bukan program kerja kalau dia menjabat jadi presiden cuman bahan kampanye doang jawabannya juga rada normatif yang kemungkinan bisa dijawab sama ganjar prof mafud sama gibran (kecuali prabowo),positive,positive
@prabowo udah di atas 50% pak .. mending istirahat .. bismillah 2 hektar.,neutral,neutral
^itu analogi Prabowo-Gibran di IKN di Makan siang di BANSOS JOKOWI atau segala macem program lainnya Sebagian besar Rakyat Indonesia ada di toxic relationship dengan pemerintahnya yang suka gaslight dan playing victim buat tetap ada di kekuasaan(toxic rel.) You're welcome,positive,positive
Yang bisa kalahkan Anies cuma Kecurangan. https://t.co/0ilNEl3Fdz,negative,negative
Kenapa sih nyalahin angin angin kan ga salah gimana toh pak anis https://t.co/kwjFgo3cmy,negative,negative
Pada Selasa malam (12/12) Anies Baswedan Prabowo Subianto dan Ganjar Pranowo berpartisipasi dalam debat calon presiden di kantor KPU Jakarta. https://t.co/5Xlz1sn4rl,positive,positive
@erickthohir @prabowo Kalau anak kecil dibawa kepanggung itu tulus atau politisasi? Bukannya ada Pidananya pak? ,negative,negative
Maksutnya.... Taehyun... Tinnitus... Di tv national... Didepan artis artis....???,positive,positive
@AdhieMassardi Kita semua harus yakin dan seyakin yakinnya bahwa semua itu atas kehendak Allah swt.anis jd gub DKI itu karena Allah menghendaki dg perantara diusung partai seandainya anis boleh nyalon independence dan Allah menghendaki maka siapapun lawan nya anis akan jadi dg kekuasaan Allah,positive,positive
Bener-bener worth to come meski sempat berdesakan di antara 10.000+ manusia ketika akan masuk tapi bisa lihat dan denger Abah lebih dekat rasanya terbayarkan bahkan dapet bonus cak Imin... Desak Anies Surabaya Jumat 9 Februari 2024 Credit to my friend Amalia Martha https://t.co/9yLZsmSQTv,positive,positive
@baskoro1979284 @drReUtari08 Mirip Gibran ya @gibran_tweet https://t.co/PiANZP7dlL,positive,positive
BEM SI Demo di Depan Kantor Wali Kota Solo Tantang Gibran untuk Berdebat https://t.co/FEiF8f4Fvw #TempoVideo,negative,negative
Karena @aniesbaswedan bkn @jokowi pk Anies tdk punya kewajiban membalas budi tp cukup dg melaksanakan amanah yg diberikan oleh partai pengusung dan pak @prabowo. Saya yakin waktu pk Anies diminta jd gubernur pk Prabowo nggak minta agar diberi jatah proyek di DKI kan ,positive,positive
Wow.. yang banyak artis sebelah sana...yg banyak penonton sebelah sini... Rekor pendaftar terbanyak desak anies semarang 8500 lebih Gimana ga meriang yg belah sono #DesakAnies #AMINAjaDulu https://t.co/N8AbF0qjIT,negative,negative
hari ini kita jd bajer anis dl,neutral,neutral
Nonton Debat Pertama Capres Pak @aniesbaswedan bicara ttg @gibran_tweet milenial yg maju karena ordal/orang dalem. Saya yakin gibran gak bisa tidur...awokk wokk https://t.co/N9pCHwZaDl,positive,positive
Mantap. Tampil Memuaskan saat Debat Cepres Ganjar: Yang Paling Penting Masyarakat Tahu Pemikiran Saya dan Pak Mahfud https://t.co/73wJjPJ0tf,positive,positive
Gue mungkin overestimate otaknya Jokowi tapi Jokowi adalah politisi ulung rada2 sulit membayangkan Jokowi ngasih lampu ijo utk Gibran boleh maju cawapres karena risk nya gede bgt kecuali keadaanya udah terpaksa banget. Pertanyaanya... apakah keadaan terpaksa tersebut?,positive,positive
@nctzenbase Admin @PKSejahtera tolong untuk tidak memakai artis kpop dalam pemilu ya pembahasan pak Anis padahal udah bagus loh tidak perlu diwarnai dengan membawa nama nct yang seolah ikut andil dalam pemilu ,positive,positive
SAVAGE! Jiahhh pak Prabowo diulti balik dong sama pak Anies #DebatCapres #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/qssPoa6t5l,neutral,neutral
Semua jawaban gak mutu tanpa data kek kaleng khong guan klentang klentong.Ngomong sda ternyata jadi Presiden mau bisnis besar.Nyerang pak Anies #eh menepuk air didulang ketampol muke ndiri gak tahan beroposisi menjilat jokowi ternyata lbh untung itupun kl menang. https://t.co/wjT6r4mDT2,positive,positive
 Anak ini terpaksa meminum air hujan yang berlumpur karena kurangnya akses air bersih di Gaz4 PLS DON'T STOP TALKING ABOUT https://t.co/zEVk42eOxQ,negative,negative
Ada yang bisa artikan expresi ini termasuk warna mukanya ketika melihat anies sedang berdebat dipodium debat capres https://t.co/IM0xyXGMpu,positive,positive
#zonauang #zonajajan #infoloker #lokerwfh info loker parttime part time freelance freelancer pelajar mahsiswa kuliah sekolah wfh iphone netflix disney+ viu joki wts wtb pc konser tiket debat pemilu capres cawapres amin anies imin pragi prabowo gibran ganjar mahfud 56,positive,positive
Sholat jumat dimana Calon presiden RI 1 hari ini? Fotoin yaaa #abah #anies #Ber1BeraniBerubah,positive,positive
Kalau terpilih mungkin dari satu hari ditetapkan sebagai pemenang muhaimin langsung manuver kanan kiri menjatuhkan Anies. Cak imin ini pemain politik. Gus Dur dikudeta Prabowo ditinggalkan dan mungkin saja Anies akan dilengeserkan.,positive,positive
@NgkongRoses Iya Hasyim dulu ngemplang korup BLBI Uang bukan dibalikin negara Malah u investasi buat pabrik di AS Janji gratis 400 T setahun cuma u BANCAKAN korup sj Makan sekali cuma jd KOTORAN Ga bakal entaskan kemsikinan Klu bowo jd presiden bisa jd 2030 Indonesia bubar ,negative,negative
Kaka Michael Watimena caleg DPR RI dapil Maluku nomor urut 1 sedang kampanye di kabupaten Seram Bagian Barat. Bikin biru Maluku kaka! https://t.co/BAcK20X4w2,neutral,negative
This my morning talking wih my papa both cak imin and mahfud md are professor gmna ya pah dibantai nya? Wkwkwk,negative,negative
@Fahrihamzah Prabowo jadi capres Di bantu MK Di bantu menteri Di bantu presiden Di bantu kepala desa Di bantu instansi gubernur bupati camat Di bantu KPU Di bantu Bawaslu Di bantu parte Prabowo kalah lagi Yang 4x.. Lanjut jd capres lagi ya pak Prabowo .sampai jumpa di 2030 https://t.co/C4FE6b1E7X,positive,positive
Spt dua anak remaja di foto ini yg kami obati krn cedera gas air mata banyak anak yg belum punya hak pilih berada di lokasi menonton aksi tsb. Saya tanya kedua anak tsb kenapa ikut2an nonton mereka jawab Kita dukung pak Prabowo dia bilang hasil Pilpres dicurangin. https://t.co/5bt6WoG1sm,negative,negative
Hanya GANJAR MAHFUD yang bisa mewujudkan INDONESIA EMAS. Insyaa ALLAH...,positive,positive
Emang dipikir Solo itu Gibran ? Sorry yee sorry yee #YakinPilihGanjar #GanjarMahfud2024 https://t.co/zWKW9RtQRG,negative,negative
Misleading. Kalo baca laporan akhir &amp; keesimpulan penyelidikan Komnas HAM emang gak ada nama Prabowo. Gak cuma dia 11 org Tim Mawar yg di Mahmilub-kan juga gak ada namanya. Knp? Ada standar dlm laporan akhir penyelidikan lembaga resmi makanya disebutkannya dg jumlah orang. https://t.co/FvjFiwBPv9,negative,negative
Polemik 'Ndasmu Etik' Prabowo Subianto yang Disebut Cuma Bercanda dr Tifa: Bercanda Saja Kasar Bagaimana Kalau Serius? https://t.co/ntMwjKtuTP,negative,negative
@msobri99 Keren pak Mahfud coblos 03 metal,positive,positive
Alaaaa.. Bapak satu ini seperti tak kenal @aniesbaswedan saja! Banyak bicara jadi pelupa. https://t.co/Hl2zN8YKuD,positive,positive
Timnas AMIN Ungkap Cak Imin Siapkan Kejutan untuk Debat Cawapres Ini Bocoran Persiapannya https://t.co/2Jb2aIB5dv,positive,positive
Saya udah cinta pak Anies tanpa diberitahu sederet daftar kesuksesan pak Anies diDKI saya tetap cinta tetapi lain dgn pembenci pak anies keberhasilan tidak ada nilainya buat kaum pengagum palu arit dan pengagum kerbau,positive,positive
𝟏 𝐩𝐮𝐭𝐚𝐫𝐚𝐧 𝐧𝐢𝐡𝐨?. 𝐌𝐚𝐧𝐚 𝐭𝐮𝐡 𝐭𝐮𝐤𝐚𝐧𝐠 𝐬𝐮𝐫𝐞 𝐩𝐚𝐲 𝐭𝐚𝐧𝐠𝐠𝐮𝐧𝐠𝐣𝐚𝐰𝐚𝐛 𝐡𝐚𝐲𝐨!!!. @andre_rosiade @habiburokhman. Gw ulangi kata TKN Wowo: SIA-SIA PILIH WOWO ANIES AKAN MENANG 1 PUTARAN INSYA ALLAH https://t.co/1OffUqEYAL,positive,positive
Pakar Mikroekspresi: Prabowo Marah dan Emosi saat Ditanya Anies soal Putusan MKMK https://t.co/qAJNH98EVz,negative,negative
Kalo mau Papua cepat merdeka justru pilih Prabowo. Karena makin hancur-hancuran makin cepat merdekanya. Kalo Anies dan Ganjar palingan tipe presiden yang bakal ulur2 masalah Papua terus hingga diwariskan ke presiden berikutnya lagi. Kek Jokowi satu dekade ini lah.,positive,positive
Survei Terbaru Poltracking: Pemilih NU-Muhammadiyah Jatim Cenderung Pilih Prabowo-Gibran https://t.co/t79eMprAcR lewat @tribunnews,negative,negative
2 hari lagi kita berjumpa di Gelora Bung Karno Jakarta. Open gate pukul 12.30 Wib ya. Sampai jumpa https://t.co/y61bOXVJ6t,neutral,neutral
Purnawirawan Pati TNI AU Deklarasi Dukungan untuk Ganjar-Mahfud https://t.co/DqYcGGdT6A Datanglah keGotube nikmati video yang menarik #gotube,positive,positive
3A. Ganjar Kekurangan : Tentang Video. Kelebihan : Didukung Parpol besar. 3B. Mahfud Kekurangan : Mudah bicara kurang follow up. Kelebihan : Sering jadi pembantu. *Ini hanya obrolan dg orang2 yg ketemu diKL. Dikedai penginapan &amp;hospital. Semoga bermanfaat buat para calon.,positive,positive
TINGGAL 5 HARI LAGI.. KITA SEMUA AKAN KE TPS DAN MEMILIH PSI DAN PRABOWO GIBRAN UNTUK DI COBLOS AGAR MENANG SATU PUTARAN DAN MELANJUTKAN PROGRAM2 JOKOWI.. ,positive,positive
@cakimiNOW Gus Imin kalau kata Aristoteles yang di ndhas itu logos .ethos adanya ya di tindakan karena menyangkut karakter https://t.co/WXVopTOqcD,neutral,neutral
@meraihmimpi_id @LesRaffles73616 Biar kita perjuangkan anis 100 % yg menang tetap prabowo gibran sdh di atur dalam sistem .. aparat kepolisian sdh siap untuk no 2 terserah kalian bila ada perlawanan dari masyarakat MD akan menjadi benteng jokowi,positive,positive
Kampanye di Riau Anies Janjikan Bansos Plus Jika Jadi Presiden https://t.co/0MSMMfXSkR,positive,positive
Dikelon bojo loro sambil nonton projen https://t.co/5NturGKjC8,neutral,neutral
coba utk temenku yg dukung 02 kan km menggaung-gaungkan GIBRAN SEBAGAI REPRESENTASI DARI ANAK MUDA TAPI KENAPA SETIAP ADA ACARA FORMAL TIDAK PERNAH HADIR SEPERTI KEMERDEKAAN PERS ????? bukankah fisik dia sehat terus ya?kl tdk bs hadir setidaknya bisa lewat zoom kek ganjar?,positive,positive
Pertanyaan pak Ganjar sesuai tema debat yaitu tentang pelanggaran HAM. Pertanyaannya bukan tentang siapa pelaku penculikan aktivis 98 tapi tentang kesanggupan menindaklanjuti 4 rekomendasi DPR jika kelak jadi presiden. Jawaban Prabowo malah ngelantur kemana² gak nyambung!! https://t.co/EWlWvoeHi8,positive,positive
@Arie_Kriting Terima kasih banyak Mas Arie tetap ilmu padi ,positive,positive
HAJATAN RAKYAT BOGOR GANJAR MAHFUD... Stadion Pakansari. Jum'at 09 Februari 2024 #GanjarMahfud2024 @ganjarpranowo @mohmahfudmd #DuluJokowiSekarangGanjar #CoblosNo3 https://t.co/cLOuSiOoUt,positive,positive
Dalam hitungan menit tiket kampanye Akbar Anies 01 ludes Terjual. Sebanyak 3 juta tiket habis terjual. Tapi kami berharap rakyat tetap hadir karena bisa jadi pencoleng 02 ikut borong tapi nanti tidak hadir. Waspadalah....!! AMIN harus Waspada...!!! https://t.co/fxZYhAvIzl,positive,positive
SUGBK Penuh Simpatisan Duduk Berjejer di Luar Stadion Dengar Pidato Prabowo https://t.co/gOVuD7xHkX #beritasatu #news #berita,positive,positive
Misi Pak Anis salah satunya akan meluruskan hukum yang bengkok tajam kebawah tumpul ke atas https://t.co/S7n2B0w0b4,negative,negative
Satu hari nanti aku akan pergi korea dengan anis deen yeen آمين!!!!,positive,positive
@DokterTifa Astaghfirullah.. Ya Allah jadikan lah pak Anies Baswedan sebagai Presiden negeri kami Indonesia ini tahun 2024 ya Allah. Aamiin ya Allah Aamiin ya Mujib.,positive,positive
Buntut sebut Suami Korupsi karena Istri Banyak Menuntut Susi Pudjiastuti Patahkan Cakap Mahfud https://t.co/UiqgMxDcli,negative,negative
GanjarMahfud Tegas menjadi salah satu bukti bahwa Ganjar-Mahfud konsiten dan akan me lawan korupsi https://t.co/AOa9PuzqMk,negative,negative
Bismillah Seburuk-buruknya ulama itu yang datang menemui Umaroh. Dan sebaik-baiknya Umaroh adalah yang menemui Ulama Pemimpin yang paling baik adalah yang berada di pintu orang fakir dan orang fakir terburuk adalah yang berada di pintu Pemimpin #AminPalingSiapUntukIndonesia https://t.co/bGkHBppgbi,negative,negative
Biasanya CAPRES yg di dukung &amp; di jagokan ROCKY GERUNG itu KALAH... Kenapa yah ?,positive,positive
Kenapa mhpass zone 1 tak ada manila ,positive,positive
Retorika yang sering digunakan Anis Baswedan hanya memperparah polarisasi di masyarakat. #KingOfRetorika PemantikKonflik Demokrasi https://t.co/PXXjRpg0vi,negative,negative
Akibat dugaan pelanggaran HAM elektabilitas Prabowo menurun. https://t.co/bTqL3T57ko,positive,positive
PROJO Militan mendukung Prabowo Gibran Menang Sekali Putaran 🇮🇩 #projo #jokowi #IndonesiaMaju https://t.co/owRcOZwykK,positive,positive
Hoaks! Anies Baswedan larang ucapkan selamat natal saat jadi Gubernur DKI Jakarta https://t.co/Si6WDsNvnX,positive,positive
Sekelas Ahok gubernur over power aja bisa dibuat mingkem sama Anies apalagi mereka-mereka wkwkwkwk,positive,positive
@BurhanMuhtadi Justru bukannya PPP akan jadi partai yang serap suara dari PKB ya after loyalis PKB or konstituen akar rumput (pastinya NU) yang dukung Ganjar malah meringis karna PKB dukung Anies. Akhirnya semakin memperkuat bahwa semangat Gusdurian mereka akan balik ke PPP. Heheheh,positive,positive
@hasyimmah persis dgn apa yg kuomongin sama istriku kemaren intinya tim 02 itu sedang bingung apapun caranya mereka harus menang 1 putaran karena kalo sampe 2 putaran mereka lebih dirugikan aku dukung Ganjar tapi jagoin Anies kalo debat yg penting suara 02 digerus dikit2,positive,positive
Debat Pertama Capres: Anies Memukau dan Unggul Mutlak https://t.co/xA4zOAqLPo https://t.co/Fla0soMJbM,positive,positive
Bapak bu Abg Kakak &amp; Kawan-kawan Anies - Cak Imin Bkn pemimpin Instan AMIN Saja Dulu Untuk 1 Putaran Indonesia Menuju Perubahan Lanjuan Lagunya.. https://t.co/3Jpo0FLoCr,positive,positive
Kata PENDUKUNGnya Yang Penting PINTER Ngomong kalau BODOH? ANIES n GEISZ C lain kali KOMPAKAN dulu kalau.mau CERITA soal HARUN biar KOMPAK keterangannya faham tak?!trus sejarah sudah KADALUARSA dibawa2 maauk GESUNG DEBAT......baru DEBAT PERTAMA itu ISI OTAK Anies dah HABIS! https://t.co/qXBQMmvuls,positive,positive
@Mjhd_23 Dia dan pasukannya cari2 alasannya sampe 5 tahun lebih kebelakang bang Dibilang anies udah ujug2 jd capres tanpa aktif di politik,negative,negative
Ucap 'Ndasmu Etik' Prabowo Dinilai Tak Beretika TPN Ganjar-Mahfud: Itu Umpatan dan Bahasa Kasar https://t.co/4vzzazvpTE,negative,negative
Wait ini gue ga salah denger kan. Video YouTube Bobon masak bareng Pak Prabowo musik latarnya pake The Star-Spangled Banner lagu kebangsaan Amerika Serikat 🇺🇸? Perhatiin deh denger ampe abis deh. Ini mau nyapres di negara mana sebenarnya? https://t.co/Zgz5nCTZL2,positive,positive
Ketua TPN Ganjar-Mahfud @ArsjadRasjid menjelaskan prioritas mereka adalah kepentingan rakyat yang akan mereka layani dengan sepenuh hati melalui program unggulan @ganjarpranowo dan @mohmahfudmd https://t.co/rQ31KvgAZ5,positive,positive
Pesan Menohok Jubir TimNas AMIN @aniesbaswedan terus bergerak bersama partai pengusung solid dan bersatu dalam Gerakan Rakyat Indonesia Adil dan Makmur untuk semua https://t.co/lnPyI4u7bP,positive,positive
Anggota Dewan Pakar Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Muhammad Siroj meminta publik memberikan kesempatan untuk Presiden Joko Widodo (Jokowi) membangun keluarga politik. &lt; #PrabowoGibran #Jokowi #TKNPrabowoGibran #Pemilu2024KCM https://t.co/eZSulg3gFd,negative,negative
@tvOneNews Kepemimpinan dimulai dari diri sendiri ke keluarga lalu ke rakyat.,positive,positive
